"yw","variable","syndrome","season","prop_raw","prop_adj","prop_adj_low","prop_adj_up","cum_prop_raw","cum_prop_adj","cum_prop_adj_low","cum_prop_adj_up","n_total","n_adj","n_weight","n_missing","total_adj","total_weight"
201418,"visit.hospital","covid.ecdc",2013,0,0,NA,NA,0.00324134910205869,0.00494014057658794,0.003037261732686,0.00758625346721409,2,0,0,NA,2,0.941738672078065
201418,"visit.no","covid.ecdc",2013,1,1,NA,NA,0.891283399036356,0.893381427992555,0.886176311468507,0.900279147339883,2,2,0.941738672078065,NA,2,0.941738672078065
201418,"visit.other","covid.ecdc",2013,0,0,NA,NA,0.0113885238720981,0.011118950845235,0.00896092475223243,0.0136350273064123,2,0,0,NA,2,0.941738672078065
201418,"visit.plan","covid.ecdc",2013,0,0,NA,NA,0.0125273762593079,0.0121357514129884,0.00978430744904091,0.0148761063871902,2,0,0,NA,2,0.941738672078065
201518,"visit.emergency","covid.ecdc",2014,0,0,NA,NA,0.0142077267637178,0.0176244729927102,0.0142811813053928,0.0215038101314257,2,0,0,NA,2,0.625257883558646
201518,"visit.GP","covid.ecdc",2014,0,0,NA,NA,0.136758118701008,0.135182424409743,0.127349679653106,0.143312931727048,2,0,0,NA,2,0.625257883558646
201518,"visit.hospital","covid.ecdc",2014,0,0,NA,NA,0.00349944008958567,0.00644638641275474,0.00425117280989875,0.00936752177654965,2,0,0,NA,2,0.625257883558646
201518,"visit.no","covid.ecdc",2014,1,1,1,1,0.868980963045913,0.866115665800141,0.857822985817619,0.874095351866547,2,2,0.625257883558646,NA,2,0.625257883558646
201518,"visit.other","covid.ecdc",2014,0,0,NA,NA,0.0130879059350504,0.0105998591697932,0.00879927106191936,0.0126573069321335,2,0,0,NA,2,0.625257883558646
201518,"visit.plan","covid.ecdc",2014,0,0,NA,NA,0.0121080627099664,0.0106128695555513,0.00853146651791107,0.0130439940746968,2,0,0,NA,2,0.625257883558646
201518,"visit.emergency","ili.ecdc",2014,0,0,NA,NA,0.018811406661874,0.0247052273177707,0.0194243594749568,0.0309492200432857,2,0,0,NA,2,0.625257883558646
201518,"visit.GP","ili.ecdc",2014,0,0,NA,NA,0.150251617541337,0.160442708420441,0.148928578225634,0.172479531878797,2,0,0,NA,2,0.625257883558646
201518,"visit.hospital","ili.ecdc",2014,0,0,NA,NA,0.00431344356578001,0.00661259774358255,0.00391843813560388,0.0104410829830616,2,0,0,NA,2,0.625257883558646
201518,"visit.no","ili.ecdc",2014,1,1,1,1,0.848550203690391,0.831568559648329,0.819038437588348,0.843566252283765,2,2,0.625257883558646,NA,2,0.625257883558646
201518,"visit.other","ili.ecdc",2014,0,0,NA,NA,0.01078360891445,0.0104951172248407,0.00779804335064249,0.0138154531351823,2,0,0,NA,2,0.625257883558646
201518,"visit.plan","ili.ecdc",2014,0,0,NA,NA,0.0137790558351306,0.0139418040091397,0.0104974684280628,0.0181418258590217,2,0,0,NA,2,0.625257883558646
201617,"visit.emergency","covid.ecdc",2015,0.010752688172043,0.00730261093702752,0.000860402610254088,0.0263942562407895,0.0155399542478504,0.0200387221959792,0.0158066563440451,0.0250364413151862,186,2,0.777715932671197,NA,184,106.498338659647
201617,"visit.GP","covid.ecdc",2015,0.10752688172043,0.0725986292937142,0.0426148810275464,0.114157475068971,0.13126133943362,0.131386513911927,0.122312237640291,0.140877145478139,186,20,7.73163340874812,NA,184,106.498338659647
201617,"visit.hospital","covid.ecdc",2015,0,0,NA,NA,0.00520627908811233,0.00586861438971073,0.00386007900114476,0.00854624748671584,186,0,0,NA,184,106.498338659647
201617,"visit.no","covid.ecdc",2015,0.860215053763441,0.905493537895203,0.858631853388886,0.940850338564229,0.869369724698272,0.862087830901536,0.852071777180951,0.871666571593411,186,158,96.433557452885,NA,184,106.498338659647
201617,"visit.other","covid.ecdc",2015,0.010752688172043,0.00730261093702752,0.000860402610254088,0.0263942562407895,0.0159343693302832,0.0138738263042456,0.0112850758621838,0.0168717725841612,186,2,0.777715932671197,NA,184,106.498338659647
201617,"visit.plan","covid.ecdc",2015,0.010752688172043,0.00730261093702752,0.000860402610254088,0.0263942562407895,0.0116746864400095,0.0111831584184835,0.00866002464911212,0.0142050129808159,186,2,0.777715932671197,NA,184,106.498338659647
201617,"visit.emergency","ili.ecdc",2015,0,0,NA,NA,0.0201976794155565,0.0267532098261562,0.0202427108423869,0.0346432840946646,86,0,0,NA,84,47.6192231505926
201617,"visit.GP","ili.ecdc",2015,0.0232558139534884,0.0158539540072249,0.001763092041327,0.0578048214741955,0.140381034235783,0.151599325876752,0.138137126119853,0.165837123449705,86,2,0.754952973689273,NA,84,47.6192231505926
201617,"visit.hospital","ili.ecdc",2015,0,0,NA,NA,0.00716229766509096,0.00931093058163335,0.00569815644721571,0.0143400681239451,86,0,0,NA,84,47.6192231505926
201617,"visit.no","ili.ecdc",2015,0.930232558139535,0.951482097225206,0.892876832655791,0.983355069457726,0.852456668099126,0.834349713550826,0.819350402306218,0.848577701458319,86,78,45.3088383115609,NA,84,47.6192231505926
201617,"visit.other","ili.ecdc",2015,0,0,NA,NA,0.0183354820226329,0.0169205045305316,0.0129294762515644,0.0217369299521701,86,0,0,NA,84,47.6192231505926
201617,"visit.plan","ili.ecdc",2015,0.0232558139534884,0.0163319743837845,0.00186416708512218,0.0589930973195177,0.0137516115169746,0.0152958880754797,0.0109162711511687,0.0208235676074493,86,2,0.777715932671197,NA,84,47.6192231505926
201717,"visit.emergency","covid.ecdc",2016,0,0,NA,NA,0.0117464323852053,0.0136072890180694,0.0100320190827768,0.0180278667935657,120,0,0,NA,118,56.5639862596476
201717,"visit.GP","covid.ecdc",2016,0.1,0.0811132462040123,0.0402322787151091,0.14263217127406,0.113872439568974,0.113207020318342,0.104086609426354,0.122833273984818,120,12,4.58808854375916,NA,118,56.5639862596476
201717,"visit.hospital","covid.ecdc",2016,0.0166666666666667,0.012800408112513,0.00146075729921277,0.0464500054028301,0.00465974177264343,0.00533207169766492,0.00324361497364897,0.00825466154064858,120,2,0.724042108594066,NA,118,56.5639862596476
201717,"visit.no","covid.ecdc",2016,0.866666666666667,0.893285937570962,0.82499110910133,0.941660935523693,0.886224638384623,0.884855277387861,0.875029676546086,0.894164241771452,120,102,50.5278134987003,NA,118,56.5639862596476
201717,"visit.other","covid.ecdc",2016,0.0166666666666667,0.012800408112513,0.00146075729921278,0.04645000540283,0.0127172119211727,0.0158331526706799,0.0118743531469882,0.0206709557918349,120,2,0.724042108594066,NA,118,56.5639862596476
201717,"visit.plan","covid.ecdc",2016,0,0,NA,NA,0.00970779535967382,0.00702862595373244,0.00569678604477168,0.00857650908393093,120,0,0,NA,118,56.5639862596476
201717,"visit.emergency","ili.ecdc",2016,0,0,NA,NA,0.0146398594573492,0.0135591948405123,0.0096839859203283,0.0184502743908265,35,0,0,NA,34,12.9792645496347
201717,"visit.GP","ili.ecdc",2016,0.0571428571428571,0.0557845250649769,0.00663229258849673,0.189092570746117,0.119851649424166,0.12752410572797,0.113895211753808,0.142148334890298,35,2,0.724042108594066,NA,34,12.9792645496347
201717,"visit.hospital","ili.ecdc",2016,0,0,NA,NA,0.00507515127854773,0.00604638425392687,0.00306707866276388,0.010683375846236,35,0,0,NA,34,12.9792645496347
201717,"visit.no","ili.ecdc",2016,0.885714285714286,0.883734306788647,0.727386899393588,0.96768402771843,0.877415576810463,0.868295334845212,0.853392709203726,0.882202242886585,35,30,11.4702213593979,NA,34,12.9792645496347
201717,"visit.other","ili.ecdc",2016,0.0571428571428571,0.0604811681463762,0.00742328308251696,0.201769138894924,0.00975990630489947,0.0122295268483881,0.0074951411768728,0.0188064094330851,35,2,0.785001081642758,NA,34,12.9792645496347
201717,"visit.plan","ili.ecdc",2016,0,0,NA,NA,0.0115166894397814,0.00913882016690605,0.00692776968525931,0.0118258940346577,35,0,0,NA,34,12.9792645496347
201817,"visit.emergency","covid.ecdc",2017,0.0104166666666667,0.00870364055896635,0.00103199981460358,0.0313335242757204,0.0200313286182181,0.0240804255006923,0.0208070582740527,0.0277124241512844,192,2,0.813170036957817,NA,192,93.4287246180107
201817,"visit.GP","covid.ecdc",2017,0.166666666666667,0.134343064375679,0.0889297231332812,0.191793187263869,0.141690796031708,0.134234070061687,0.127798951013713,0.140870781523384,192,32,12.551501165895,NA,192,93.4287246180107
201817,"visit.hospital","covid.ecdc",2017,0.0208333333333333,0.0157688862620052,0.0041422147595109,0.0406786782161843,0.0052214363696777,0.00683514401344224,0.00505851885598246,0.00902998364814311,192,4,1.47326693210561,NA,192,93.4287246180107
201817,"visit.no","covid.ecdc",2017,0.802083333333333,0.841184408803349,0.779241491326016,0.891449883637762,0.856125694213699,0.857757470678368,0.850749131528555,0.86455627544088,192,154,78.5907864830523,NA,192,93.4287246180107
201817,"visit.other","covid.ecdc",2017,0.0208333333333333,0.0157688862620052,0.0041422147595109,0.0406786782161843,0.0149997626619832,0.0149174975683993,0.0125713524870029,0.0175690377990126,192,4,1.47326693210561,NA,192,93.4287246180107
201817,"visit.plan","covid.ecdc",2017,0,0,NA,NA,0.0119143684435373,0.0102749727903138,0.00868834576956522,0.0120650627751735,192,0,0,NA,192,93.4287246180107
201817,"visit.emergency","ili.ecdc",2017,0.02,0.0181056287669075,0.00212933956883673,0.0645950435871315,0.0266755338801448,0.033373305283906,0.0285342965480991,0.0387750461998985,100,2,0.813170036957817,NA,100,44.9125544009875
201817,"visit.GP","ili.ecdc",2017,0.2,0.174239790863155,0.102729466212483,0.267942356766851,0.15199881770487,0.145373517585068,0.137191431627971,0.153852331509626,100,20,7.82555408595813,NA,100,44.9125544009875
201817,"visit.hospital","ili.ecdc",2017,0.04,0.032803009130855,0.00854568627991754,0.0839537070818311,0.00561590186950417,0.00598173021195609,0.00418120223158086,0.00829090781469444,100,4,1.47326693210561,NA,100,44.9125544009875
201817,"visit.no","ili.ecdc",2017,0.72,0.756745942472175,0.649823364365404,0.844503557043709,0.832705239045297,0.830863302031252,0.821491225772393,0.839935376817273,100,72,33.9873933090081,NA,100,44.9125544009875
201817,"visit.other","ili.ecdc",2017,0.04,0.032803009130855,0.00854568627991754,0.0839537070818313,0.0140397546737604,0.0138218015112382,0.0111787619859875,0.0168945258524366,100,4,1.47326693210561,NA,100,44.9125544009875
201817,"visit.plan","ili.ecdc",2017,0.02,0.0181056287669075,0.00212933956883673,0.0645950435871314,0.0138919677824577,0.0129488641077294,0.0106122338553112,0.0156414201320134,100,2,0.813170036957817,NA,100,44.9125544009875
201918,"visit.emergency","covid.ecdc",2018,0,0,NA,NA,0.0157441166721909,0.018411331787539,0.0144811659450062,0.0230629234199178,4,0,0,NA,4,1.32621332524283
201918,"visit.GP","covid.ecdc",2018,0,0,NA,NA,0.104822671528008,0.0995746547644509,0.0916448177438696,0.107948029802988,4,0,0,NA,4,1.32621332524283
201918,"visit.hospital","covid.ecdc",2018,0.5,0.5,0.0675689784039665,0.932431021596034,0.00356314219423268,0.00486533994803487,0.00283739651998684,0.00777709441123131,4,2,0.663106662621413,NA,4,1.32621332524283
201918,"visit.no","covid.ecdc",2018,0.5,0.5,0.0675689784039665,0.932431021596034,0.891945641365595,0.896463668788489,0.887902081734337,0.904581204541484,4,2,0.663106662621413,NA,4,1.32621332524283
201918,"visit.other","covid.ecdc",2018,0,0,NA,NA,0.013175339741465,0.0124675272547678,0.00963814015593305,0.0158591254452983,4,0,0,NA,4,1.32621332524283
201918,"visit.plan","covid.ecdc",2018,0,0,NA,NA,0.0111037454424925,0.00775608001734011,0.00648317875806666,0.00920424725236113,4,0,0,NA,4,1.32621332524283
201918,"visit.emergency","ili.ecdc",2018,0,0,NA,NA,0.0190055998642457,0.0247901703993464,0.0180650618033809,0.0331440315588051,2,0,0,NA,2,0.663106662621413
201918,"visit.GP","ili.ecdc",2018,0,0,NA,NA,0.109621584931274,0.102323016335591,0.0914642162241871,0.114001040704203,2,0,0,NA,2,0.663106662621413
201918,"visit.hospital","ili.ecdc",2018,1,1,NA,NA,0.00627863566943832,0.00964845923655556,0.00534976212912116,0.0159933956947732,2,2,0.663106662621413,NA,2,0.663106662621413
201918,"visit.no","ili.ecdc",2018,0,0,NA,NA,0.874766672323095,0.876217211679783,0.862917854693981,0.888659822103452,2,0,0,NA,2,0.663106662621413
201918,"visit.other","ili.ecdc",2018,0,0,NA,NA,0.0127269641948074,0.0153825917403365,0.0103694821102661,0.021942624766386,2,0,0,NA,2,0.663106662621413
201918,"visit.plan","ili.ecdc",2018,0,0,NA,NA,0.0101815713558459,0.00767422945930413,0.00583965395870201,0.00989888086520563,2,0,0,NA,2,0.663106662621413
202030,"visit.emergency","covid.ecdc",2019,0.0480769230769231,0.0465112472067555,0.0222262880363479,0.0846018616209219,0.0159252828833144,0.0134763331543848,0.011474252078891,0.015723428253949,208,10,3.95004031298421,NA,206,84.9265618577196
202030,"visit.GP","covid.ecdc",2019,0.0625,0.0562113168865277,0.0290026882463817,0.0969668356113944,0.0788481111177633,0.075479935941882,0.0698151045450128,0.0814528105597198,208,12,4.77383388066757,NA,206,84.9265618577196
202030,"visit.hospital","covid.ecdc",2019,0.0192307692307692,0.0174110381674391,0.00464966614804437,0.0445046616121509,0.00598694845237382,0.0050787923734505,0.00386929926155846,0.00654511750019925,208,4,1.47865960993414,NA,206,84.9265618577196
202030,"visit.no","covid.ecdc",2019,0.894230769230769,0.901255638290927,0.852442133873609,0.938165310553694,0.908699036101299,0.910972828480147,0.904451967041375,0.917186306061774,208,184,76.540542714933,NA,206,84.9265618577196
202030,"visit.other","covid.ecdc",2019,0.0288461538461538,0.0271111078472113,0.00984059452745968,0.0586478459530255,0.017841106388074,0.018113407789727,0.015189197544538,0.0214280408417677,208,6,2.3024531776175,NA,206,84.9265618577196
202030,"visit.plan","covid.ecdc",2019,0,0,NA,NA,0.00472968927737532,0.00406808345288182,0.0029622351239762,0.00544985234470842,208,0,0,NA,206,84.9265618577196
202030,"visit.emergency","ili.ecdc",2019,0.0810810810810811,0.0795045594840753,0.0294425443564805,0.165939578009731,0.0236660929432014,0.0205048900054093,0.0167052243954053,0.0248955864965837,74,6,2.3024531776175,NA,74,28.9600142753911
202030,"visit.GP","ili.ecdc",2019,0.027027027027027,0.0284458964643323,0.00346886430557018,0.0989584144904044,0.0844807802639128,0.0866580647269223,0.077000306633643,0.097101539271785,74,2,0.823793567683358,NA,74,28.9600142753911
202030,"visit.hospital","ili.ecdc",2019,0.027027027027027,0.0226127665554107,0.00266854987640208,0.0801241437560727,0.00831899024670109,0.00638598547405468,0.00483725027221533,0.00827027010406722,74,2,0.654866042250781,NA,74,28.9600142753911
202030,"visit.no","ili.ecdc",2019,0.864864864864865,0.869436777496182,0.771737867585305,0.936150682153918,0.890992541594951,0.893042549614459,0.882134666578204,0.903265168859327,74,64,25.1789014878394,NA,74,28.9600142753911
202030,"visit.other","ili.ecdc",2019,0.027027027027027,0.0284458964643323,0.00346886430557018,0.0989584144904044,0.0196500286861733,0.0182549411929842,0.0143012997635434,0.0229468349457796,74,2,0.823793567683358,NA,74,28.9600142753911
202030,"visit.plan","ili.ecdc",2019,0,0,NA,NA,0.00272518646012622,0.00197328277507598,0.00116333539001217,0.00313012402497496,74,0,0,NA,74,28.9600142753911
202125,"visit.emergency","covid.ecdc",2020,0,0,NA,NA,0.0201472297559086,0.0164391538363822,0.0128822241481894,0.020661032762095,66,0,0,0,66,34.4662397490908
202125,"visit.GP","covid.ecdc",2020,0,0,NA,NA,0.0577295621851995,0.0430864194349369,0.0378730627757189,0.0487912283724649,66,0,0,0,66,34.4662397490908
202125,"visit.hospital","covid.ecdc",2020,0,0,NA,NA,0.00619914761720263,0.00432954857036595,0.00315904862907556,0.00579004934775212,66,0,0,0,66,34.4662397490908
202125,"visit.no","covid.ecdc",2020,1,1,1,1,0.914761720263464,0.939091672721619,0.9332050772811,0.944605822564208,66,66,34.4662397490908,0,66,34.4662397490908
202125,"visit.other","covid.ecdc",2020,0,0,NA,NA,0.0170476559473072,0.0116769083497179,0.00969683872706413,0.0139385209869378,66,0,0,0,66,34.4662397490908
202125,"visit.plan","covid.ecdc",2020,0,0,NA,NA,0.00826553015627018,0.00584984360187848,0.00446475314073605,0.00752675533896152,66,0,0,0,66,34.4662397490908
202125,"visit.emergency","ili.ecdc",2020,0,0,NA,NA,0.021830985915493,0.0217654762420283,0.0139188626446995,0.0323489148715741,24,0,0,0,24,9.43579969811937
202125,"visit.GP","ili.ecdc",2020,0,0,NA,NA,0.05,0.0431656176806224,0.0326168876631274,0.0559111219411992,24,0,0,0,24,9.43579969811937
202125,"visit.hospital","ili.ecdc",2020,0,0,NA,NA,0.00422535211267606,0.00306068511239643,0.00155797564815364,0.00539880432245697,24,0,0,0,24,9.43579969811937
202125,"visit.no","ili.ecdc",2020,1,1,NA,NA,0.920422535211268,0.938739827238025,0.927055381297676,0.949058206087475,24,24,9.43579969811937,0,24,9.43579969811937
202125,"visit.other","ili.ecdc",2020,0,0,NA,NA,0.0176056338028169,0.0124648516051089,0.00915723844082773,0.0165651230431584,24,0,0,0,24,9.43579969811937
202125,"visit.plan","ili.ecdc",2020,0,0,NA,NA,0.00563380281690141,0.00397014693526864,0.00223336745749992,0.00651897203953973,24,0,0,0,24,9.43579969811937
202151,"visit.emergency","covid.ecdc",2021,1,1,NA,NA,0.00768049155145929,0.00920972716724443,0.00367076315016405,0.0190073256657958,2,2,0.566863782516128,NA,2,0.566863782516128
202151,"visit.GP","covid.ecdc",2021,0,0,NA,NA,0.0586277521761393,0.0539478101668894,0.0406241389631481,0.0700384426927755,2,0,0,NA,2,0.566863782516128
202151,"visit.hospital","covid.ecdc",2021,0,0,NA,NA,0.00256016385048643,0.00580098609787285,0.00113682524831464,0.0172478103454182,2,0,0,NA,2,0.566863782516128
202151,"visit.no","covid.ecdc",2021,0,0,NA,NA,0.928059395801331,0.926244039584461,0.905885967004144,0.943384500420072,2,0,0,NA,2,0.566863782516128
202151,"visit.other","covid.ecdc",2021,0,0,NA,NA,0.0128008192524322,0.0256580914990364,0.0140492572558084,0.0427784929299638,2,0,0,NA,2,0.566863782516128
202151,"visit.plan","covid.ecdc",2021,0,0,NA,NA,0.00563236047107015,0.0083847521629668,0.00241417212459413,0.0207602650806613,2,0,0,NA,2,0.566863782516128
